,author,album,title,lyrics
48,Joaquín Sabina,,"Cómo decirte, cómo contarte","Los chavales que te besaban
Nunca se llamaban Alain Delon
La vida era un pez dormido
El estribillo insípido de un Rock and Roll
Así que un buen día dijiste
Olvidadme, y a Madrid haciendo auto stop
Con un proyecto en la piel
Y escrita en un papel, mi nueva dirección
Buscando el tiempo perdido
Te has ido acostando con media ciudad
Pero el gran amor no deshizo tu cama
Y te aburriste de promiscuidad
Cada noche un rollo nuevo
Ayer el yoga, el tarot, la meditación
Hoy el alcohol y la droga
Mañana el aeróbic y la reencarnación
Cómo decirte
Que el cielo esta en el suelo
Que el bien es el espejo del mal
Cómo contarte
Que al tren del desconsuelo
Si subes no es tan fácil bajar
Cómo decirte
Que el cuerpo está en el alma
Que Dios le paga un sueldo a Satán
Cómo contarte
Que nadie va a ayudarte
Si no te ayudas tú un poco más
Qué consejos voy a darte yo
Que ni siquiera se cuidar de mí
Tengo ya tan ocupado el corazón
No queda sitio para ti
Un amigo me ha contado
Que el martes pasado te escuchó gritar
En medio del supermercado
Quién me vende un poco de autenticidad
Mañana te vuelves a casa
Sin pena ni gloria ni príncipe azul
Y contarás tu aventura
Como una locura de la juventud
Pero no te engañes pensando
Que el redil de vuelta va a seguir igual
El alquitrán del camino
Embriaga más que el suave vino del hogar
Cómo decirte
Que el cielo esta en el suelo
Que el bien es el espejo del mal
Cómo contarte
Que al tren del desconsuelo
Si subes no es tan fácil bajar
Cómo decirte
Que el cuerpo está en el alma
Que Dios le paga un sueldo a Satán
Cómo contarte
Que nadie va a ayudarte
Si no te ayudas tú un poco más"
49,Joaquín Sabina,19 días y 500 noches,Como Te Digo Una Co Te Digo La O,"Borja, como te ajogues te mato
Termínate primero el melón
Y luego las tres horas de la digestión
Hay que ver qué mal rato
Pero el niño no me quiere comer
Borja, corazón
Te lo he dicho cienes y cienes
De veces, dobla esa toalla
¡Qué hartura de playa!

Pero mi marío quiere benidorm
Sa jodió, si tonto no es
Como el pobre mío
Se queda en madrid
Pa cargar las pilas
Su cena en manila
Su copa en pachá
Como te digo una co te digo la o
¿Y tú cómo vas?
Tienes mala cara

No me digas más
Si yo te contara
Falleció mi suegro
Me operé del quiste
¿Tú me ves más triste?
Y me doy con un canto en los dientes
Porque a la presente
Y, cruzando los dedos
Lo puedo contar
Aunque, gracias a dios
Yo no soy creyente

Con lo que una ha visto
Y que dios me perdone
No hay que ser muy lista
Pa mí jesucristo
El primer comunista
Como te digo una co te digo la o
¿Y las religiones?
Ponme una de cada
Que están rebajadas
En el corte inglés

¿Y cual es la mejor?
Mire usted, la mía
Porque es de cajón
Que algo tiene que haber
Llámalo equis
Me parece bien
Llámalo energía
Mejor todavía
¿Y los curas?
Esos ni en pintura
¿Y el tarot, y la astrología?

Me los hice ayer en la peluquería
¿Y el dinero?
El único dios verdadero
¿Y lutero y buda y mahoma?
Con su pan se lo coman
¿Y qué opinas del papa de roma?
Ese un particular
¿pero a ti qué te voy a contar?
Fíjate que yo
Sin ser socialista
De las de carné

Y hasta aquí del gal
Y de la corrupción
Que sí, que existió
Una mala gripe
Que había que pasar
Pero te decía, como mi felipe
Pa mí que no hay dos
Y si no, tú misma
Porque el del bigote
No tiene carisma
Como te digo una co te digo la o
Y habrá quien lo vote

Que hay gente pa tó
¡España va bien!
Será para él
Si, total, le tocó en una rifa
¿y qué vas a hacer?
¿votar al califa?
Desengáñate
Será muy honrao
No digo que no
Y trabajador
Y pico de oro

Pero desfasao
Como te digo una co te digo la o
Pero a lo que iba
El año pasao
Pillamos un charter
De martes a martes
Fue por esa agencia
Si mujer, viajes el halcón
Bien como experiencia
¿Que si nos gustó
La habana? hija mía

¿No nos va a gustar?
A una la reciben
Con ese caribe
Y ese malecón
¿Y la gente?
Legal, supermaja
No sé, diferente
Y eso que el dichoso bloqueo
Los dejó, no digo que feos
Porque feos no son
Y hasta el más negrito

Tiene educación
Pero, pobrecitos
Flaquitos, flaquitos
Y sin libertad
Que tengan la culpa clinton o fidel
A mí, mire usted
Lo mismo me da
Pa abreviar el cuento
Que no disfruté
Que no vuelvo más
Porque, en España, aunque le pongas pegas
Sabemos vivir

Sólo en antón martín
Hay más bares que en toda noruega
Por cierto, el marisco
Ni comparación
Te cuento la cena
Los dos matrimonios
Francisco, mi antonio
La almudena y yo
Hija, a la almudena
La ví de estropeá
De mi para tí

Que está mal follá
Porque, la verdad
Guapa nunca ha sido
Pero, ese vestido
Como de almacenes arias
Iba de ordinaria
Pero a lo que vamos
¿Que dónde cenamos?
En casa tomás
Eh, de bote en bote
Pagamos a escote

Un kilo de gambas
Con su paternina
Su buena propina
Pacharán y puro
¿Cuánto nos cobraron?
No llegó a dos mil duros
Tú dirás si es caro
Y ¿frescas? de puerto de mar
Y ¿limpio? con decir tomás
Oye, que era lunes y había que esperar
¡joder con la crisis!
¿dónde está la crisis?
Y"
50,Joaquín Sabina,Dímelo en la calle,Como un Dolor de Muelas,"[Letra de ""Como un Dolor de Muelas""]

Como si llegaran a buen puerto mis ansias
Como si hubiera donde hacerse fuerte
Como si hubiera por fin destino para mis pasos
Como si encontrara mi verdad primera

Como traerse al hoy cada mañana
Como un suspiro profundo y quedo
Como un dolor de muelas aliviado

Como lo imposible por fin hecho
Como si alguien de veras me quisiera
Como si al fin un buen poema me saliera...
Una oración

Como si la arena cantara en el desierto
Los cantos de sirena del mar Muerto
Como si para crecer sobraran las escaleras
Como si escribiera un ciego un libro abierto

Ven a poblar el zócalo de ojos
Siembra de migas de pan caliente
Mis canas de alcanfor adolescente

Ponle al sordo voz y alas al cojo
Bendice nuestro arroz, nuestro minuto
Como si no fuéramos cómplices del luto...
Del corazón"
51,Joaquín Sabina,Esta boca es mía,Como un explorador,"Después de tanto tiempo al fin te has ido
Y, en vez de lamentarme, he decidido
Tomármelo con calma
De par en par he abierto los balcones
He sacudido el polvo a todos los rincones
De mi alma

Me he dicho que la vida no es un valle
De lágrimas... y he salido a la calle
Como un explorador
He vuelto a tropezar con el pasado
Y he decidido, en el bar de mis pecados
Otra copa de ron

Y en otros ojos me olvidé de tu mirada
Y en otros labios despisté a la madrugada
Y en otro pelo
Me curé del desconsuelo
Que empapaba mi almohada

Y en otros puertos he atracado mi velero
Y en otros cuartos he colgado mi sombrero
Y una mañana
Comprendo que aveces gana
El que pierde a una mujer

Con el cartel de libre en la solapa
He vuelto a ser un guapo entre las guapas
Chulapas de Madrid
Sólo me pongo triste cuando alguno
En el momento más inoportuno
Me pregunta por ti

Y en otros ojos me olvidé de tu mirada
Y en otros labios despisté a la madrugada
Y en otro pelo
Me curó del desconsuelo
Que empapaba mi almohada

Y en otros puertos he atracado mi velero
Y en otros cuartos he colgado mi sombrero
Y una mañana
Comprendo que a veces gana
El que pierde a una mujer"
52,Joaquín Sabina,Física y química,Conductores suicidas,
53,Joaquín Sabina,500 Noches para una Crisis (En Directo),Conductores Suicidas (Directo),
54,Joaquín Sabina,Mentiras piadosas,Con la frente marchita,"Sentados en corro merendábamos besos y porros
Y las horas pasaban deprisa entre el humo y la risa
Te morías por volver ""Con la frente marchita"" cantaba Gardel
Y entre citas de Borges, Evita bailaba con Freud
Ya llovió desde aquel chaparrón hasta hoy

Iba cada domingo a tu puesto del Rastro a comprarte
Carricoches de miga de pan, soldaditos de lata
Con agüita del mar Andaluz quise yo enamorarte
Pero tú no querías más amor que el del Río de la Plata

Duró la tormenta hasta entrados los años ochenta
Luego, el sol fue secando la ropa de la vieja Europa
No hay nostalgia peor que añorar lo que nunca, jamás, sucedió
""Mándame una postal de San Telmo, adiós, ¡cuídate!""-
Y sonó entre tú y yo el silbato del tren...

Iba cada domingo a tu puesto del Rastro a comprarte
Monigotes de miga de pan, caballitos de lata
Con agüita del mar Andaluz quise yo enamorarte
Pero tú no querías otro amor que el del Río de la Plata

Aquellas banderas de la patria de la primavera
A decirme que existe el olvido, esta noche han venido
Te sentaba tan bien, esa boina calada al estilo del ""Che""
Buenos Aires es como contabas, hoy fui a pasear
Y al llegar a la Plaza de Mayo me dio por llorar
Y me puse a gritar: ""¿Dónde estás?""

Y no volví más a tu puesto del Rastro a comprarte
Corazones de miga de pan, sombreritos de lata
Y ya nadie me escribe diciendo:
""No consigo olvidarte, ojalá que estuvieras conmigo en el Río de La Plata"""
55,Joaquín Sabina,Alivio de luto,Con lo que eso duele,
56,Joaquín Sabina,"Yo, mí, me, contigo",Contigo,"Yo no quiero un amor civilizado
Con recibos y escena de un sofá;
Yo no quiero que viajes al pasado
Y vuelvas del mercado
Con ganas de llorar

Yo no quiero vecínas con pucheros;
Yo no quiero sembrar ni compartir;
Yo no quiero catorce de febrero
Ni cumpleaños feliz

Yo no quiero cargar con tus maletas;
Yo no quiero que elijas mi champú;
Yo no quiero mudarme de planeta
Cortarme la coleta
Brindar a tu salud

Yo no quiero domingos por la tarde;
Yo no quiero columpio en el jardin;
Lo que yo quiero, corazón cobarde
Es que mueras por mí

Y morirme contigo si te matas
Y matarme contigo si te mueres
Porque el amor cuando no muere mata
Porque amores que matan nunca mueren

Yo no quiero juntar para mañana
Nunca supe llegar a fin de mes;
Yo no quiero comerme una manzana
Dos veces por semana
Sin ganas de comer

Yo no quiero calor de invernadero;
Yo no quiero besar tu cicatriz;
Yo no quiero París con aguacero
Ni Venecia sin tí

No me esperes a las doce en el juzgado;
No me digas ""volvamos a empezar"";
Yo no quiero ni libre ni ocupado
Ni carne ni pecado
Ni orgullo ni piedad

Yo no quiero saber por qué lo hiciste;
Yo no quiero contigo ni sin ti;
Lo que yo quiero, muchacha de ojos tristes
Es que mueras por mí

Y morirme contigo si te matas
Y matarme contigo si te mueres
Porque el amor cuando no muere mata
Porque amores que matan nunca mueren"
57,Joaquín Sabina,500 Noches para una Crisis (En Directo),Contigo (Directo),"Yo no quiero un amor civilizado
Con recibos y escena del sofá;
Yo no quiero que viajes al pasado
Y vuelvas del mercado
Con ganas de llorar

Yo no quiero vecínas con pucheros;
Yo no quiero sembrar ni compartir;
Yo no quiero catorce de febrero
Ni cumpleaños feliz

Yo no quiero cargar con tus maletas;
Yo no quiero que elijas mi champú;
Yo no quiero mudarme de planeta
Cortarme la coleta
Brindar a tu salud

Yo no quiero domingos por la tarde;
Yo no quiero columpio en el jardin;
Lo que yo quiero, corazón cobarde
Es que mueras por mí

Y morirme contigo si te matas
Y matarme contigo si te mueres
Porque el amor cuando no muere mata
Porque amores que matan nunca mueren

Yo no quiero juntar para mañana
No me pidas llegar a fin de mes;
Yo no quiero comerme una manzana
Dos veces por semana
Sin ganas de comer

Yo no quiero calor de invernadero;
Yo no quiero besar tu cicatriz;
Yo no quiero parís con aguacero
Ni venecia sin tí

No me esperes a las doce en el juzgado;
No me digas volvamos a empezar;
Yo no quiero ni libre ni ocupado
Ni carne ni pecado
Ni orgullo ni piedad

Yo no quiero saber por qué lo hiciste;
Yo no quiero contigo ni sin ti;
Lo que yo quiero, muchacha de ojos tristes
Es que mueras por mí

Y morirme contigo si te matas
Y matarme contigo si te mueres
Porque el amor cuando no muere mata
Porque amores que matan nunca mueren"
58,Joaquín Sabina,,Contigo:La Canción De Las Noches Perdidas,"Esta es la canción de las noches perdidas
Que se canta al filo de la madrugada
Con el aguardiente de la despedida
Por eso suena tan desesperada
Ven a la canción de las noches perdidas
Si sabes que todo sabe a casi nada
A carrera en los leotardos de la vida
A bola de alcanfor dormida en la almohada...
Y tiene nombre de mujer
Como la soledad como el consuelo
Los fujitivos del deber
No encuentran taxi libre para el cielo
Esta es la canción de las noches perdidas
Lleva un crisantemo ajado en la solapa

Se sube a la cabeza como ciertas bebidas
Miente como mienten todos los boleros
Y tiene nombre de mujer
Como mi corazón, como tu olvido
Los fugitivos del deber
No tienen más amor que el que han perdido
Esta es la canción de las noches perdidas
Si quieres te la cambio por un rato en tu cama
Hierve como el ruedo en tardes de corrida
Va como los besos en los telegramas
Y tiene nombre de mujer
Como la libertad, como la nieve
Los fujitivos del deber
Cogen su maldición y se la beben"
59,Joaquín Sabina,,Contigo:¿ Quién Me Ha Robado El Mes De Abril ?,"En la posada del fracaso
Donde no hay consuelo ni ascensor
El desamparo y la humedad
Comparten colchón
Y cuando, por la calle
Pasa la vida, como un huracán
El hombre del traje gris
Saca un sucio calendario del
Bolsillo y grita
¿quién me ha robado el mes de abril?
¿Pero cómo pudo sucederme a mí?
¿Quién me ha robado el mes de abril?
Lo guardaba en el cajón
Donde guardo el corazón
La chica de BUP casi todas
Las asignaturas suspendió
El curso en que preñada
Aquel chaval la dejó y cuando en la pizarra
Pasa lista en profe de latín
Lágrimas de desamor
Ruedan por la página de un bloc

Y en él escribe
¿quién me ha robado el mes de abril?
¿Cómo pudo sucederme a mí?
¿Pero quién me ha robado el mes de abril?
Lo guardaba en el cajón
Donde guardo el corazón
El marido de mi madre
Que en el último tren se largó
Con una peluquera
Veinte años menor
Y cuando exiben esas risas
De Instamatic en París
Derrotada en el sillón
Se marchita viendo Falcon Crest
Mi vieja y piensa
¿quién me ha robado el mes de abril?
¿Cómo pudo sucederme a mí?
¿Pero quién me ha robado el mes de abril?
Lo guardaba en el cajón
Donde guardo el corazón"
60,Joaquín Sabina,,Contigo:Yo Quiero Ser Una Chica Almodóvar,"Yo quiero ser una chica almodovarComo la maura como victoria abril,Un poco lista, un poquitin boba,Ir con madonna en una limousine,Yo quiero ser una chica almodovarComo bibi, como miguel bose,Pasar de todo y no pasar de moda,Bailar contigo el ultimo cuple.Y no parar de viajar del invierno al verano, De madrid a new york, del abrazo al olvido,Dejarte entre tinieblas escuchando un ruidoDe tacones lejanos.Encontrar la salida de este gris laberintoSin pasion ni pecado ni locura ni incesto,Tener en cada puerto un amante distinto,No gritar ¿que he hecho yo para merecer esto?Yo quiero ser una chica almodovarComo pepi, como luci, como boom,Venderle al garbo mis secretos de alcoba,Ponerme luto por un matador

Yo quiero ser una chica almodovarQue a su chico le suplique: ""¡atame!"",No dar el alma sino a quien me la roba,Desayunar en tiffany's con el.Y no permitir que me coman el cocoEsas chungas movidas de croatas y servios,Ir por la vida al borde de un ataque de nerviosCon faldas y a lo loco.Encontrar la salida de este gris laberintoSin pasion ni pecado ni locura ni incesto,Tener en cada puerto un amante distinto,No gritar ¿que he hecho yo para merecer esto?Como patti diphusa escribir mis memorias,Apuntarme a cualquier clase de bombardeo,No tener otra fe que la piel ni mas leyQue la ley del deseo.Encontrar la salida de este gris laberintoSin pasion ni pecado ni locura ni incesto,Tener en cada puerto un amante distinto,No gritar ¿que he hecho yo para merecer esto?"
61,Joaquín Sabina,Alivio de luto,Contrabando,
62,Joaquín Sabina,Mentiras piadosas,Con un par,"Lo primero que hizo el Dioni al llegar a Río
Fue brindar con el espejo y decir ¡qué tío!
No veas que pasón
De entrada en el restaurant
Niñas al salón
Que el Dioni está en la ciudad
Con su buen par de zapatos de cocodrilo
No se le resiste ni la Venus de Milo
Sobre todo si
Le pagan por un francés
Dos veces lo que en Madrid
Ganaba currando un mes

Porque las mulatas cuando son de bandera
Confunde el corazón con la billetera
Y la pasma
Que te ve cara de pringao
De fantasma
Si encima cortas el bacalao

¡Ay! Dionisio
Fue total lo del banco, sin un mal tiro
Mucho ""visio""
Trincar el pastón y pegarse el piro
La de noches que he dedicado yo a planear
Un golpe como el que diste tú con un par

Marcándose una lambada en Copacabana
Aun flipa rememorando aquella mañana
En que decidió
Jugársela a cara o cruz
Para una vez que te sale un órdago claro al mus
Tumbado al sopetón de Ipanema sueña
Despierto; ¡cómo va a alucinar la peña
Viendo tu foto en la
Portada del Interviu!
Poco va a ""gosar""
Tu cuerpo el cambio de look

Vaya nivelón
Menudo aprendiz de brujo
Nariz a lo Indiana Jones
Peluquín de lujo
Pero al loro
Que el destino es un marión
Sin decoro
Te da champán y después chinchón

Un bocata con lima te llevaré
Con esta salsita encima a Carabanchel

Al día siguiente del robo
Y parecía tan bobo
Comentó en el bar
Uno que te conocía
Y el camarero decía
""chapeau"" porque te lo habías
Sabido montar
Con clase y categoría
Como un ""number one""
Y un jubileta añadía
Puestos a incordiar
Que Madrid te debería
""primo"" levantar
Un busto en plena Gran Vía
A cargo popular
Y una placa que diría
""al Dioni, con un par""
Y todo el mundo asentía
Esta salsita viajera pa ti
Puede bailarla cualquiera
Un bocata con lima te llevaré
Con esta salsita encima a Carabanchel
Destino chungo
Cruel y canalla
Te da champán
Y después cazalla
Un bocata con lima te llevaré
Con esta salsita encima a Carabanchel
Y todo el mundo asentía
Y yo mientras los oía
Compuse este ""tumbao""
Que venga la policía
Y nos quite lo bailao
Que es más vacilón el ritmo
Cuando es agarrao
Que suelto pa mí no tiene
Carne ni pescao
Se baila en Andalucía
Con más son que en Bilbao
Y en Nueva York los morenos
Lo hacen swingeao
Y tu sin perjudicar
A nadie y esposao
Que la ley de extradición
Te pille ""confesao"""
63,Joaquín Sabina,La Sonrisa de Krahe,Coplas Patéticas,
64,Joaquín Sabina,Mentiras piadosas,"Corre, dijo la tortuga",
65,Joaquín Sabina,Vinagre y rosas,Crisis,
66,Joaquín Sabina,Vinagre y rosas,Cristales de Bohemia,
67,Joaquín Sabina,El hombre del traje gris,Cuando aprieta el frío,
68,Joaquín Sabina,Juez y parte,Cuando era más joven,
69,Joaquín Sabina,Dímelo en la calle,Cuando Me Hablan Del Destino,
70,Joaquín Sabina,,Cuernos,"Si como yo eres
De los que prefieren
Los placeres que brindan
Las mujeres que pasan de los treinta

Entre las casadas
Busca a tus amadas
Los cuernos le pondrán
A tu almohada su sal y su pimienta

Tienes que conseguir que su marido
Valga para cornudo el elegido
Tendrá que ser civilizado

Huye de la mujer del comisario
Que vas a hacer desnudo en el armario
De un tipo que va armado con dos...

Cuernos, cuernos, cuernos
Siempre tan modernos
Cuernos, cuernos, cuernos
Es la solución
Ponle un par de cuernos
A tu depresión

En asuntos tales
Las clases sociales
Compiten pero siempre sobresale
La noble clase alta

Las señoras con
Rango y posición
Si no adornan la frente del varón
Notan que algo les falta

Pero que no te lleve el desenfreno
A hacer de gallo en el corral ajeno
De alguna cenicienta obrera
Y menos si el marido es un chalao
Aparte de cornudo apaleado
Se pone hecho una fiera con dos...

Cuernos, cuernos, cuernos
Siempre tan modernos
Cuernos, cuernos, cuernos
Es la solución
Ponle un par de cuernos
A tu depresión

Pasa con prudencia
De las apariencias
Si quieres seducir a una esposa
Marchosa y postmoderna
Tiene mala pata
Que al tercer cubata
Se duerma en el sillón
Y tu allí con el rabo entre las piernas

Nada mejor que un buen ejecutivo
Apóstol de programas intensivos
Y almidonado como un traje
Elige de entre todos los maridos
A ese infeliz que siempre esta reunido
Y siempre de viaje con dos...

Cuernos, cuernos, cuernos
Siempre tan modernos
Cuernos, cuernos, cuernos
Es la solución
Ponle un par de cuernos
A tu depresión x2"
71,Joaquín Sabina,,Cuervo ingenuo,
72,Joaquín Sabina,,Culpable,
73,Joaquín Sabina,19 días y 500 noches,De purísima y oro,"Academia de corte y confección
Sabañones, aceite de ricino
Gasógeno, zapatos topolino
“el género dentro por la calor”

Para primores galerías Piquer
Para la inclusa niños con anginas
Para la tisis caldo de gallina
Para las extranjeras Luis Miguel

Para el socio del limpia un carajillo
Para el estraperlista dos barreras
Para el Corpus retales amarillos
Que aclaren el morao de las banderas

Tercer año triunfal, con brillantina
Los señoritos cierran “Alazán”
Y, en un barquito, Miguel de Molina
Se embarca, caminito de ultramar

[Chorus]
Habían pasado ya los nacionales
Habían rapado a la “señá” Cibeles
Cautivo y desarmado
El vaho de los cristales
A la hora de la zambra, en “Los Grabieles”
Por Ventas madrugaba el pelotón
Al día siguiente hablaban los papeles
De Celia, de Pemán y del bayón

Enseñando las garras de astracán
Reclinaba en la barra de “Chicote”
La “bien pagá” derrite, con su escote
La crema de la intelectualidad

Permanén, con rodete Eva Perón
“Parfait amour”, rebeca azul marino
-”Maestro, le presento a Lupe Sino
Lo dejo en buenas manos, matador”-

Y, luego, el reservao en “Gitanillos”
Y, después, la paella de “Riscal”
Y, la tarde del manso de Saltillo
Un anillo y unas medias de cristal

-”Niño, sube a la suite dos anisettes
Que, hoy, vamos a perder los alamares”-
De purísima y oro, Manolete
Cuadra al toro, en la plaza de Linares

[Chorus]
Habían pasado ya los nacionales
Habían rapado a la “señá” Cibeles
Volvían a sus cuidados
Las personas formales
A la hora de la conga, en los burdeles
Por san Blas descansaba el pelotón
Al día siguiente hablaban los papeles
De Gilda y del Atleti de Aviación"
74,Joaquín Sabina,,Desnuda la mañana,
75,Joaquín Sabina,,Despedida,"Ya, damas y caballeros
Ponemos punto final
De vuestra santa paciencia
No queremos abusar
Afuera espera la noche
Disfrazada de mujer
Canciones, risas, y palmas
Nunca van a enmudecer
Agradeciendo al personal
Su estrecha participación, (Gracias)
A punto esta de terminar
La función"
76,Joaquín Sabina,19 días y 500 noches,Dieguitos y mafaldas,
77,Joaquín Sabina,500 Noches para una Crisis (En Directo),Dieguitos y Mafaldas (Directo),"Veinte años cosidos a retazos
De urgencias, disimulos y rutinas
Veinte años cumplidos, en mis brazos
Con la carne del alma de gallina
Veinte años de príncipes azules
Que se marchaban antes de llegar
Veinte tangos de manzi en los baúles
Veinte siglos sin cartas de papá
De gonzález catán, en colectivo
A la cancha de boca, por laguna
Va soñando -hoy ganamos el partido-
La niña de los ojos de la luna
Los muchachos de la doce más violentos
Cuando la junan, en la bombonera
Le piden, a la virgen de los vientos
Que, le levante, a paula, la pollera
Veinte años de mitos mal curados
Dibujando dieguitos y mafaldas
Veinte vidas hubiera yo tardado
En contar los lunares de su espalda
Le debo una canción y algunos besos
Que valen más que el oro del perú
Sus huesos son sobrinos de mis huesos
Sus lágrimas los clavos de mi cruz
De gonzález catán, en colectivo
A la cancha de boca, por laguna
Va soñando -hoy ganamos el partido-
La jermu que me engaña con la luna
Alguna vez harán un monumento
Los de la barra brava a mi bostera
Y, una ermita, a la virgen de los vientos
Que, le levanta, a paula la pollera
De gonzález catán a tirso de molina, qué trajín
De españa a la argentina, qué meneo
Qué vaivén, qué ajetreo
Qué mareo, qué ruina
¿y por culpa de quién?
Del amor de una mina
¿y total para qué?
Si, al final, se rajó con un pibe
Que le prohibe a mi ex
Ir a verme al gran rex
Cuando estoy de visita
No sea que paulita se ponga a llorar
Al oír su milonga
No sea que a paulita le dé por bailar
Al compás de la conga
Y vuelva enfermita a gonzález catán
Y no se reponga
Y se ponga más loca de lo habitual
Bendita pollera
Menuda bandera para una canción
¡y que delantera!
Aquel año boca salió campeón
De la bombonera
Ninguna bostera se puede quejar
Aunque le sobre razón, si
Pinta rameras con el corazón
Y con las caderas
Le toca a palermo tocar el balón
La doce se altera
Le toca al gallego tocar este son...
Para una bostera
El año que boca salió campeón
En la bombonera"
78,Joaquín Sabina,19 días y 500 noches,Doble vida,
79,Joaquín Sabina,...Y todo es vanidad. Homenaje a Javier Krahe,Don Andrés Octogenario,
80,Joaquín Sabina,Inventario,"Donde dijeron digo, decid Diego","[Letra de ""Donde dijeron digo, decid Diego""]

Nos enseñaron a tener paciencia
Nos enseñaron a no andar descalzos
Nos enseñaron a morir de viejos
Nos enseñaron a vivir a plazos
Nos enseñaron a guardar silencio
Nos enseñaron a temer la noche
Nos enseñaron que el placer es malo
Nos enseñaron a crecer a golpes
Nos prohibieron las cosas más hermosas

Ir al campo a robar brevas
Bañarnos en el verano con las mozas en la alberca
Y crecimos enfermizos faltos de aire y de besos
Llena la piel de preguntas que contestaba el silencio
Pero apareció la vida cuando moríamos de sed
Era una fuente su cuerpo que invitaba a los sedientos
A beber, a beber
Probamos la dulzura de la carne
Supimos que aún estábamos a tiempo
Nos hartamos de besos, de manzanas
Declaramos la guerra al sufrimiento
Nos quitamos la vieja piel a tiras
Renegamos de todo lo sabido
Prometimos pecar a manos llenas

Nos hicimos más tiernos y más niños
Ahora, cada día tiene su fruto
Cada noche su secreto
Y el tiempo es una mentira
Que han inventado los viejos
Al arrancarnos las vendas
Que nos negaban el cuerpo
Descubrimos el presente
Que es lo único que tenemos
Y cantaremos la vida y no abriremos la puerta
A la muerte mientras dentro del cuerpo quede una gota
De deseo, de deseo"
81,Joaquín Sabina,19 días y 500 noches,Donde habita el olvido,"Cuando se desperto
No recordaba nada
De la noche anterior
""demasiadas cervezas""
Dijo, al ver mi cabeza
Al lado de la suya, en la almohada...
Y la bese otra vez
Pero ya no era ayer
Sino manana

Y un insolente sol
Como un ladron, entro
Por la ventana

El dia que llego
Tenia ojeras malvas
Y barro en el tacon
Desnudos, pero extranos
Nos vio, roto el engano
De la noche, la cruda luz del alba

Era la hora de huir
Y se fue, sin decir:
""llamame un dia""
Desde el balcon, la vi
Perderse, en el trajin
De la Gran Via

Y la vida siguio
Como siguen las cosas que no
Tienen mucho sentido
Una vez me conto
Un amigo comun, que la vio
Donde habita el olvido

La pupila archivo
Un semaforo rojo
Una mochila, un peugeot
Y aquellos ojos
Miopes
Y la sangre al galope
Por mis venas
Y una nube de arena
Dentro del corazon
Y esta racha de amor
Sin apetito

Los besos que perdi
Por no saber decir:
""te necesito""

Y la vida siguio
Como siguen las cosas que no
Tienen mucho sentido
Una vez me conto
Un amigo comun, que la vio
Donde habita el olvido"
82,Joaquín Sabina,500 Noches para una Crisis (En Directo),Donde Habita el Olvido (Directo),"[Letra de ""Donde Habita el Olvido (Directo)""]

Cuando se despertó
No recordaba nada
De la noche anterior
""demasiadas cervezas""
Dijo, al ver mi cabeza
Al lado de la suya, en la almohada...
Y la besé otra vez
Pero ya no era ayer
Sino mañana
Y un insolente sol
Como un ladrón, entró
Por la ventana
El día que llegó
Tenía ojeras malvas
Y barro en el tacón
Desnudos, pero extraños
Nos vio, roto el engaño
De la noche, la cruda luz del alba
Era la hora de huir
Y se fue, sin decir:
""llámame un día""
Desde el balcón, la vi
Perderse, en el trajín
De la Gran Vía
Y la vida siguió
Como siguen las cosas que no
Tienen mucho sentido
Una vez me contó
Un amigo común, que la vio
Donde habita el olvido

La pupila archivó
Un semáforo rojo
Una mochila, un peugeot
Y aquellos ojos
Miopes
Y la sangre al galope
Por mis venas
Y una nube de arena
Dentro del corazón
Y esta racha de amor
Sin apetito
Los besos que perdí
Por no saber decir:
""te necesito""
Y la vida siguió
Como siguen las cosas que no
Tienen mucho sentido
Una vez me contó
Un amigo común, que la vio
Donde habita el olvido"
83,Joaquín Sabina,Alivio de luto,Dos horas después,
84,Joaquín Sabina,Mentiras piadosas,Eclipse de Mar,
85,Joaquín Sabina,Ruleta rusa,Eh Sabina,
